ID,날짜,조사기관,응답률,조사방법,이재명,윤석열,안철수,심상정,없음
368,2022-01-07 ~ 2022-01-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9624&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,22.5%,전화면접가상번호,44.5,39.2,-,-,13.5
369,2022-01-07 ~ 2022-01-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9624&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,22.5%,전화면접가상번호,37.1,30.5,13.6,4,13.5
370,2022-01-07 ~ 2022-01-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9623&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.7%,ARS가상번호,37.6,35.2,15.1,2.3,6.8
371,2022-01-07 ~ 2022-01-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9622&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.1%,ARSRDD,40,39.5,-,3.4,9.3
372,2022-01-07 ~ 2022-01-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9622&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.1%,ARSRDD,38.6,37.4,12.9,-,7.1
373,2022-01-07 ~ 2022-01-08,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9622&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.1%,ARSRDD,38.5,37.7,13.4,2.9,4.1
374,2022-01-02 ~ 2022-01-07,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9621&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,7.6%,ARSRDD,40.1,34.1,11.1,2.8,8.8
375,2022-01-03 ~ 2022-01-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9620&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,19%,전화면접가상번호,39.1,26,10.6,3.1,17.9
376,2022-01-05 ~ 2022-01-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9617&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,11.2%,전화면접RDD,38,25.1,12,3,20.2
377,2022-01-04 ~ 2022-01-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9615&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,14.5%,전화면접RDD,36,26,15,5,15
378,2022-01-04 ~ 2022-01-06,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9614&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.9%,ARSRDD,41,38,13,3,5
379,2022-01-03 ~ 2022-01-05,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9607&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,27.9%,전화면접가상번호,36,28,12,2,20
380,2022-01-04 ~ 2022-01-05,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9605&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.5%,ARSRDD,43.6,42.1,-,-,6.7
381,2022-01-04 ~ 2022-01-05,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9605&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.5%,ARSRDD,40.3,37,9.2,3.6,6.1
382,2022-01-04 ~ 2022-01-05,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9604&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8%,ARS가상번호,38.5,34.2,12.2,3.3,9.4
383,2022-01-03 ~ 2022-01-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9602&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,19%,전화면접가상번호,39.1,26,10.6,3.1,17.9
384,2022-01-03 ~ 2022-01-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9594&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,17%,전화면접가상번호,37.6,29.2,12.9,3.6,13.5
385,2022-01-04 ~ 2022-01-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9595&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10%,ARSRDD,42.3,40.7,-,-,5.4
386,2022-01-04 ~ 2022-01-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9595&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10%,ARSRDD,41.8,40.3,-,3.3,5.3
387,2022-01-04 ~ 2022-01-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9595&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10%,ARSRDD,41,38,13.4,-,5
388,2022-01-04 ~ 2022-01-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9595&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10%,ARSRDD,41.8,40.6,-,-,6.7
389,2022-01-04 ~ 2022-01-04,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9595&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10%,ARSRDD,38.5,37.3,12.6,2.3,5.1
390,2022-01-02 ~ 2022-01-02,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9578&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.3%,ARSRDD,37.7,37.1,10.6,3.9,7.3
391,2022-01-01 ~ 2022-01-02,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9571&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,17.4%,전화면접가상번호,37,28.1,9.1,3.2,21.1
392,2021-12-31 ~ 2022-01-01,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9569&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,7.4%,ARSRDD,39.9,36.8,8,2.3,8.9
393,2021-12-30 ~ 2022-01-01,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9567&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,9.6%,전화면접RDD,39.9,30.2,8.6,4.3,13
394,2021-12-30 ~ 2021-12-31,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9566&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,15.7%,전화면접RDD,47.9,35.1,-,-,17
395,2021-12-30 ~ 2021-12-31,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9566&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,15.7%,전화면접RDD,39.4,30,10.1,5.7,12.5
396,2021-12-31 ~ 2022-01-01,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9562&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.4%,ARS가상번호,41,37.1,9.2,2.2,6.5
397,2021-12-30 ~ 2021-12-31,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9561&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.4%,ARS가상번호,40.7,35.2,9.7,4,7.7
398,2021-12-26 ~ 2021-12-31,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9559&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,7.1%,ARSRDD,40.9,39.2,6.6,3,7.8
399,2021-12-28 ~ 2021-12-31,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9558&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.5%,ARSRDD,44,41,-,-,7
400,2021-12-28 ~ 2021-12-31,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9558&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.5%,ARSRDD,42,39,8,3,4
401,2021-12-31 ~ 2022-01-01,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9553&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,7.1%,ARSRDD,40.5,40.9,8.5,1.8,5.9
402,2021-12-31 ~ 2022-01-01,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9553&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,7.1%,ARSRDD,40.7,40.9,-,3.7,7.2
403,2021-12-31 ~ 2022-01-01,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9553&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,7.1%,ARSRDD,39.8,40.2,9.3,-,5.5
404,2021-12-31 ~ 2022-01-01,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9553&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,7.1%,ARSRDD,40.6,39.2,-,-,8.1
405,2021-12-31 ~ 2022-01-01,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9551&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,6.9%,ARS가상번호,44.1,35.6,7.7,3.8,7
406,2021-12-29 ~ 2021-12-31,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9548&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,18.1%,전화면접가상번호,39.3,27.3,8.1,3.2,18
407,2021-12-30 ~ 2021-12-31,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9544&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,17.8%,전화면접가상번호,34.9,26,7.8,2.6,26.3
408,2021-12-29 ~ 2021-12-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9542&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,17.2%,전화면접RDD,34.3,28.7,9,4.5,20.6
409,2021-12-27 ~ 2021-12-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9541&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,10%,전화면접RDD,35.5,30.9,10.3,4.1,14.5
410,2021-12-29 ~ 2021-12-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9537&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,18.4%,전화면접가상번호,35.8,25.2,6,4.1,25.9
411,2021-12-28 ~ 2021-12-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9535&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,9.7%,전화면접RDD,32.4,31.4,6.2,3.7,21.9
412,2021-12-29 ~ 2021-12-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9536&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,7.2%,ARS가상번호,38.5,37.6,7.8,4.4,8.3
413,2021-12-25 ~ 2021-12-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9533&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.2%,ARSRDD,40.5,38.7,5.6,4.4,7.1
414,2021-12-29 ~ 2021-12-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9534&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.2%,ARSRDD,43.3,42.6,-,-,5.4
415,2021-12-29 ~ 2021-12-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9534&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.2%,ARSRDD,41.2,42.4,-,5,6.5
416,2021-12-29 ~ 2021-12-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9534&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.2%,ARSRDD,41.2,41.9,8.1,-,5.2
417,2021-12-29 ~ 2021-12-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9534&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.2%,ARSRDD,43.1,42.5,-,-,6.6
418,2021-12-29 ~ 2021-12-30,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9534&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.2%,ARSRDD,40.3,41.8,5.8,1.8,5.7
419,2021-12-26 ~ 2021-12-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9531&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.2%,ARSRDD,39.4,39.5,6.3,3.4,6.9
420,2021-12-20 ~ 2021-12-22,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9524&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,13.1%,전화면접가상번호,26,24,8.6,7.4,29.9
421,2021-12-29 ~ 2021-12-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9523&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.2%,ARSRDD,42.6,40.6,-,3.6,5.8
422,2021-12-29 ~ 2021-12-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9523&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.2%,ARSRDD,42.2,38.7,8,-,6.4
423,2021-12-29 ~ 2021-12-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9523&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.2%,ARSRDD,42.5,40.1,-,-,6.7
424,2021-12-29 ~ 2021-12-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9523&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.2%,ARSRDD,41.5,38.8,6.7,2,5.4
425,2021-12-28 ~ 2021-12-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9519&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.9%,ARSRDD,46.8,39.2,-,-,8.6
426,2021-12-28 ~ 2021-12-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9519&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.9%,ARSRDD,42.8,35.5,5.7,3.3,7.7
427,2021-12-27 ~ 2021-12-29,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9521&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,28.3%,전화면접가상번호,39,28,6,5,19
428,2021-12-26 ~ 2021-12-28,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9520&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.4%,ARSRDD,38.4,38.3,6,3.8,8.6
429,2021-12-27 ~ 2021-12-28,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9517&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,7.6%,ARS가상번호,42.9,37.8,4.4,3.3,9.8
430,2021-12-27 ~ 2021-12-28,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9516&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,15.4%,전화면접가상번호,36.8,30.8,9.3,6.6,13
431,2021-12-27 ~ 2021-12-27,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9512&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.8%,ARSRDD,41.8,44.1,-,-,14.1
432,2021-12-27 ~ 2021-12-27,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9512&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,4.8%,ARSRDD,38.8,39.8,5.7,3.4,7.8
433,2021-12-25 ~ 2021-12-27,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9511&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.2%,ARSRDD,42.4,34.9,5,2,12.8
434,2021-12-26 ~ 2021-12-27,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9510&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,20%,전화면접가상번호,37.4,29.3,7,4.2,19.2
435,2021-12-25 ~ 2021-12-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9505&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,7.5%,ARS가상번호,45.2,39.2,-,-,9.6
436,2021-12-25 ~ 2021-12-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9505&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,7.5%,ARS가상번호,40.1,33.9,6.6,4.5,9.5
437,2021-12-25 ~ 2021-12-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9507&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.1%,ARSRDD,41.1,40.1,5.7,3.7,6.3
438,2021-12-25 ~ 2021-12-26,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9504&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,7.2%,ARSRDD,42.9,38,7.7,2,5.3
439,2021-12-24 ~ 2021-12-25,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9503&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.9%,ARSRDD,39.1,37.5,6.5,2.1,9
440,2021-12-24 ~ 2021-12-25,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9494&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.1%,ARS가상번호,37.6,35.8,7.3,3.5,10
441,2021-12-23 ~ 2021-12-24,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9489&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,11%,전화면접RDD,43.8,42.5,-,-,9.6
442,2021-12-23 ~ 2021-12-24,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9489&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,11%,전화면접RDD,37.8,37.5,8.4,5.1,7.9
443,2021-12-24 ~ 2021-12-25,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9491&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,20.6%,전화면접가상번호,36.6,27.7,4.1,4,24.7
444,2021-12-24 ~ 2021-12-25,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9490&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.3%,ARSRDD,39.8,42.3,-,3.8,6.8
445,2021-12-24 ~ 2021-12-25,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9490&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.3%,ARSRDD,39.5,41.2,6.8,-,5.6
446,2021-12-24 ~ 2021-12-25,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9490&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.3%,ARSRDD,41.3,39.7,-,-,8.1
447,2021-12-24 ~ 2021-12-25,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9490&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,5.3%,ARSRDD,40.4,41.1,5.7,2.8,6.4
448,2021-12-19 ~ 2021-12-24,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9488&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,7.6%,ARSRDD,39.7,40.4,5.6,2.9,8.8
449,2021-12-22 ~ 2021-12-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9484&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.6%,ARSRDD,40.2,40.5,-,-,7.4
450,2021-12-22 ~ 2021-12-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9484&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.6%,ARSRDD,38.9,41.5,-,4,7.9
451,2021-12-22 ~ 2021-12-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9484&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.6%,ARSRDD,39.7,40,6.9,-,6.2
452,2021-12-22 ~ 2021-12-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9484&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.6%,ARSRDD,41.4,41.3,-,-,7.8
453,2021-12-22 ~ 2021-12-23,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9484&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,8.6%,ARSRDD,38.5,39.1,5.7,2.8,6.7
454,2021-12-17 ~ 2021-12-19,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9478&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=2,20.4%,전화면접가상번호,33.7,34.2,4.8,4.8,-
455,2021-12-20 ~ 2021-12-22,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9477&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,24.3%,전화면접가상번호,35,29,6,4,25
456,2021-12-18 ~ 2021-12-20,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9471&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,3.1%,ARSRDD,35,39.6,4.7,3.4,9.9
457,2021-12-20 ~ 2021-12-21,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9468&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,16.8%,전화면접가상번호,32.9,35.2,7.5,4.7,16.6
458,2021-12-20 ~ 2021-12-21,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9467&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,7%,ARSRDD,41.3,45.6,-,-,8.8
459,2021-12-20 ~ 2021-12-21,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9467&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,7%,ARSRDD,37,40.1,4.2,3.6,10.8
460,2021-12-17 ~ 2021-12-19,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9453&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,13.1%,전화면접RDD,37.9,33.5,3.7,4.4,17.9
461,2021-12-18 ~ 2021-12-19,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9449&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.9%,ARS가상번호,42.5,43.3,-,-,8.7
462,2021-12-18 ~ 2021-12-19,https://www.nesdc.go.kr//portal/bbs/B0000005/view.do?nttId=9449&menuNo=200467&searchTime=&sdate=&edate=&pdate=&pollGubuncd=&searchCnd=&searchWrd=&pageIndex=1,6.9%,ARS가상번호,37.5,36.7,5.7,5.1,11.1
